p
"(:OntologyClass:NeedsReview {name: cab81-18-d, source: learned_from_dataset, uri: https://example.org/ontology#cab81-18-d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm258adgkr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm258adgkr})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm158ajg, source: learned_from_dataset, uri: https://example.org/ontology#lm158ajg})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: lm258adr, source: learned_from_dataset, uri: https://example.org/ontology#lm258adr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adr, source: learned_from_dataset, uri: https://example.org/ontology#lm258adr})-[:RELATEDTO]->(:OntologyClass {name: ElectricalDevices})"
"(:OntologyClass:NeedsReview {name: lm258adr, source: learned_from_dataset, uri: https://example.org/ontology#lm258adr})-[:HASDOCUMENTATION]->(:OntologyClass {name: Datasheet})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: FPCAntenna, source: Baseline, uri: https://schema.org/FPCAntenna})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: lm158fk, source: learned_from_dataset, uri: https://example.org/ontology#lm158fk})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258adgkr vssop dgk, source: learned_from_dataset, uri: https://example.org/ontology#lm258adgkr vssop dgk})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adgkr vssop dgk, source: learned_from_dataset, uri: https://example.org/ontology#lm258adgkr vssop dgk})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm258adr soic d, source: learned_from_dataset, uri: https://example.org/ontology#lm258adr soic d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adr soic d, source: learned_from_dataset, uri: https://example.org/ontology#lm258adr soic d})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm258adre4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adre4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adre4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adre4})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258adre4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adre4})-[:USEDIN]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258ap, source: learned_from_dataset, uri: https://example.org/ontology#lm258ap})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258ap, source: learned_from_dataset, uri: https://example.org/ontology#lm258ap})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm258ap, source: learned_from_dataset, uri: https://example.org/ontology#lm258ap})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258ap, source: learned_from_dataset, uri: https://example.org/ontology#lm258ap})-[:USEDIN]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258drg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258drg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258drg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258drg4})-[:HASCATEGORY]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258drg3, source: learned_from_dataset, uri: https://example.org/ontology#lm258drg3})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258drg3, source: learned_from_dataset, uri: https://example.org/ontology#lm258drg3})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258dgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm258dgkr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258dgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm258dgkr})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm258ape4, source: learned_from_dataset, uri: https://example.org/ontology#lm258ape4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258ape4, source: learned_from_dataset, uri: https://example.org/ontology#lm258ape4})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258ape4, source: learned_from_dataset, uri: https://example.org/ontology#lm258ape4})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258p, source: learned_from_dataset, uri: https://example.org/ontology#lm258p})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258p, source: learned_from_dataset, uri: https://example.org/ontology#lm258p})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258p, source: learned_from_dataset, uri: https://example.org/ontology#lm258p})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904avqdr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: internal rf state machine, source: learned_from_dataset, uri: https://example.org/ontology#internal rf state machine})-[:SUBCLASS_OF]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: internal rf state machine, source: learned_from_dataset, uri: https://example.org/ontology#internal rf state machine})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: internal rf state machine, source: learned_from_dataset, uri: https://example.org/ontology#internal rf state machine})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258pe4, source: learned_from_dataset, uri: https://example.org/ontology#lm258pe4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258pe4, source: learned_from_dataset, uri: https://example.org/ontology#lm258pe4})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258pe4, source: learned_from_dataset, uri: https://example.org/ontology#lm258pe4})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904 operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#lm2904 operational amplifier})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904 operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#lm2904 operational amplifier})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904baiddfr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baiddfr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: linear regulators, source: learned_from_dataset, uri: https://example.org/ontology#linear regulators})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: linear regulators, source: learned_from_dataset, uri: https://example.org/ontology#linear regulators})-[:RELATEDTO]->(:OntologyClass {name: Thermal management})"
"(:OntologyClass:NeedsReview {name: linear regulators, source: learned_from_dataset, uri: https://example.org/ontology#linear regulators})-[:USEDIN]->(:OntologyClass {name: Power supply systems})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwr})-[:RELATEDTO]->(:OntologyClass {name: ElectronicDevice})"
"(:OntologyClass:NeedsReview {name: lm2904avqpwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqpwr})-[:PRODUCEDBY]->(:OntologyClass {name: Manufacturer})"
"(:OntologyClass {name: integrated-circuit temperature sensors, source: learned_from_dataset, uri: https://example.org/ontology#integrated-circuit temperature sensors})-[:SUBCLASS_OF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass {name: integrated-circuit temperature sensors, source: learned_from_dataset, uri: https://example.org/ontology#integrated-circuit temperature sensors})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: integrated-circuit temperature sensors, source: learned_from_dataset, uri: https://example.org/ontology#integrated-circuit temperature sensors})-[:HASPROPERTY]->(:OntologyClass {name: Sensor, source: Baseline, uri: https://schema.org/Sensor})"
"(:OntologyClass:NeedsReview {name: lm2904b, source: learned_from_dataset, uri: https://example.org/ontology#lm2904b})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904b, source: learned_from_dataset, uri: https://example.org/ontology#lm2904b})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904b, source: learned_from_dataset, uri: https://example.org/ontology#lm2904b})-[:USEDIN]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258dr, source: learned_from_dataset, uri: https://example.org/ontology#lm258dr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258dr, source: learned_from_dataset, uri: https://example.org/ontology#lm258dr})-[:USEDIN]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258dr, source: learned_from_dataset, uri: https://example.org/ontology#lm258dr})-[:COMPRISES]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904, source: learned_from_dataset, uri: https://example.org/ontology#lm2904})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904, source: learned_from_dataset, uri: https://example.org/ontology#lm2904})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904, source: learned_from_dataset, uri: https://example.org/ontology#lm2904})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904ba, source: learned_from_dataset, uri: https://example.org/ontology#lm2904ba})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904ba, source: learned_from_dataset, uri: https://example.org/ontology#lm2904ba})-[:USEDIN]->(:OntologyClass {name: ElectricalCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904ba, source: learned_from_dataset, uri: https://example.org/ontology#lm2904ba})-[:REQUIRES]->(:OntologyClass {name: ManufacturingProcess})"
"(:OntologyClass:NeedsReview {name: lm2904baidgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baidgkr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904baipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baipwr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904baipwr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baipwr})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bidgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bidgkr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bidgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bidgkr})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bidr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bidr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904bidr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904bidr})-[:USEDIN]->(:OntologyClass {name: Application context})"
"(:OntologyClass:NeedsReview {name: lm2904baidr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baidr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904baidr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baidr})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904baidr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baidr})-[:USEDIN]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904baidr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904baidr})-[:HASFAMILY]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:RELATEDTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:USEDIN]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:USEDIN]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:SIMILARTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm2904avqdrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904avqdrg4})-[:CATEGORYOF]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: lm2904biddfr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904biddfr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904biddfr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904biddfr})-[:PARTOF]->(:OntologyClass {name: electronic parts or modules})"
"(:OntologyClass:NeedsReview {name: lm2904biddfr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904biddfr})-[:USEDIN]->(:OntologyClass {name: circuit design})"
"(:OntologyClass:NeedsReview {name: lm2904biddfr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904biddfr})-[:REFERENCEDBY]->(:OntologyClass {name: datasheet or manufacturer documentation})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:RELATEDTO]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:RELATEDTO]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:RELATEDTO]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:PARTOF]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:CATEGORYOF]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:CATEGORYOF]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:ISA]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: lm258adrg4, source: learned_from_dataset, uri: https://example.org/ontology#lm258adrg4})-[:HASTYPE]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904de4, source: learned_from_dataset, uri: https://example.org/ontology#lm2904de4})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dgkr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dgkr})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: lm2904dgkr, source: learned_from_dataset, uri: https://example.org/ontology#lm2904dgkr})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
